name,longitude,latitude,provider,date,key,dtime,month
Ephemeroptera,8.149542,51.402393,gbif,6/4/19,2251789782,6/4/19,June
Ephemeroptera,13.453675,52.521961,gbif,6/16/19,2268232553,6/16/19,June
Ephemeroptera,13.940486,51.207806,gbif,6/3/19,2251789214,6/3/19,June
Ephemeroptera,9.048256,53.73505,gbif,6/2/19,2251789958,6/2/19,June
Ephemeroptera,10.479114,48.076775,gbif,6/9/19,2251790604,6/9/19,June
Ephemeroptera,-79.994697,43.802983,gbif,6/12/19,2269230073,6/12/19,June
Ephemeroptera,6.835376,51.433159,gbif,6/5/19,2251790442,6/5/19,June
Ephemeroptera,-81.19149,41.484576,gbif,6/9/19,2265858910,6/9/19,June
Ephemeroptera,13.556874,51.184212,gbif,6/8/19,2268232618,6/8/19,June
Ephemeroptera,7.852968,50.049183,gbif,6/9/19,2251790318,6/9/19,June
Ephemeroptera,0.627055,51.954552,gbif,6/5/19,2252080831,6/5/19,June
Ephemeroptera,-0.612088,51.188556,gbif,6/2/19,2269220083,6/2/19,June
Ephemeroptera,9.982184,54.263248,gbif,6/1/19,2251789619,6/1/19,June
Ephemeroptera,7.799558,50.54422,gbif,6/5/19,2251790631,6/5/19,June
Ephemeroptera,-96.983218,33.063737,gbif,6/11/19,2269285499,6/11/19,June
Ephemeroptera,6.977496,51.424564,gbif,6/3/19,2251790025,6/3/19,June
Ephemeroptera,12.766503,51.274345,gbif,6/9/19,2268206741,6/9/19,June
Ephemeroptera,9.016814,50.628941,gbif,6/16/19,2268196374,6/16/19,June
Ephemeroptera,7.874123,50.573784,gbif,6/6/19,2251789948,6/6/19,June
Ephemeroptera,11.685293,51.029846,gbif,6/1/19,2251790100,6/1/19,June
Ephemeroptera,7.345066,51.00108,gbif,6/9/19,2268232744,6/9/19,June
Ephemeroptera,17.896084,59.329599,gbif,6/8/19,2265828892,6/8/19,June
Ephemeroptera,9.448678,52.557961,gbif,6/5/19,2251777381,6/5/19,June
Ephemeroptera,9.392994,48.853283,gbif,6/8/19,2251797726,6/8/19,June
Ephemeroptera,11.004586,49.651695,gbif,6/1/19,2251789811,6/1/19,June
Ephemeroptera,14.250934,51.442883,gbif,6/2/19,2251790133,6/2/19,June
Ephemeroptera,9.50242,50.686939,gbif,6/9/19,2251789553,6/9/19,June
Ephemeroptera,8.696529,50.662006,gbif,6/8/19,2268231912,6/8/19,June
Ephemeroptera,12.907203,49.08849,gbif,6/2/19,2251790488,6/2/19,June
Ephemeroptera,9.780742,53.649487,gbif,6/9/19,2251789435,6/9/19,June
Ephemeroptera,12.601931,48.311394,gbif,6/7/19,2251790301,6/7/19,June
Ephemeroptera,7.882502,47.985889,gbif,6/2/19,2251790384,6/2/19,June
Ephemeroptera,8.283222,51.490738,gbif,6/4/19,2251790536,6/4/19,June
Ephemeroptera,6.587127,51.422897,gbif,6/7/19,2251789249,6/7/19,June
Ephemeroptera,13.548763,52.43985,gbif,6/2/19,2251789530,6/2/19,June
Ephemeroptera,4.751795,52.632261,gbif,6/3/19,2252036852,6/3/19,June
Ephemeroptera,10.529862,50.149128,gbif,6/4/19,2251789370,6/4/19,June
Ephemeroptera,11.714581,52.159134,gbif,6/9/19,2251789747,6/9/19,June
Ephemeroptera,16.076424,48.163483,gbif,6/14/19,2269299872,6/14/19,June
Ephemeroptera,-73.980573,44.283281,gbif,6/7/19,2265820940,6/7/19,June
Ephemeroptera,8.803174,50.191387,gbif,6/2/19,2251790231,6/2/19,June
Ephemeroptera,9.372711,48.950127,gbif,6/7/19,2252133816,6/7/19,June
Ephemeroptera,13.425226,52.511322,gbif,6/9/19,2251789394,6/9/19,June
Ephemeroptera,11.6115,48.185295,gbif,6/9/19,2268206675,6/9/19,June
Ephemeroptera,9.158974,48.688957,gbif,6/1/19,2251790291,6/1/19,June
Ephemeroptera,10.083373,52.602329,gbif,6/1/19,2251789702,6/1/19,June
Ephemeroptera,11.766437,51.148361,gbif,6/2/19,2251789883,6/2/19,June
Ephemeroptera,10.356533,51.827038,gbif,6/9/19,2251790333,6/9/19,June
Ephemeroptera,7.746589,47.645092,gbif,6/8/19,2251789953,6/8/19,June
Ephemeroptera,8.240053,50.094028,gbif,6/9/19,2251790117,6/9/19,June
Ephemeroptera,-2.930645,51.775302,gbif,6/1/19,2252043001,6/1/19,June
Ephemeroptera,10.338498,51.810261,gbif,6/2/19,2251790051,6/2/19,June
Ephemeroptera,8.19921,53.144451,gbif,6/9/19,2268232462,6/9/19,June
Ephemeroptera,12.1292,50.694618,gbif,6/9/19,2251789578,6/9/19,June
Ephemeroptera,11.562256,50.91835,gbif,6/6/19,2251790637,6/6/19,June
Ephemeroptera,10.673086,52.326408,gbif,6/2/19,2251790259,6/2/19,June
Ephemeroptera,12.880091,48.210312,gbif,6/6/19,2251789460,6/6/19,June
Ephemeroptera,13.337788,52.5989,gbif,6/1/19,2251789579,6/1/19,June
Ephemeroptera,8.445085,50.084248,gbif,6/6/19,2251789720,6/6/19,June
Ephemeroptera,7.229525,51.36248,gbif,6/5/19,2251789636,6/5/19,June
Ephemeroptera,10.90255,48.20459,gbif,6/10/19,2268231886,6/10/19,June
Ephemeroptera,5.310378,50.184698,gbif,6/2/19,2269220011,6/2/19,June
Ephemeroptera,7.701053,51.282703,gbif,6/2/19,2251777379,6/2/19,June
Ephemeroptera,11.862428,47.722065,gbif,6/6/19,2251789765,6/6/19,June
Ephemeroptera,7.146352,49.818554,gbif,6/2/19,2251790319,6/2/19,June
Ephemeroptera,12.839623,52.475082,gbif,6/2/19,2251790464,6/2/19,June
Ephemeroptera,12.436794,50.989456,gbif,6/1/19,2251790497,6/1/19,June
Ephemeroptera,-81.19149,41.484576,gbif,6/9/19,2265858691,6/9/19,June
Ephemeroptera,10.381248,52.985729,gbif,6/10/19,2268232750,6/10/19,June
Ephemeroptera,10.167669,48.919693,gbif,6/2/19,2251789431,6/2/19,June
Ephemeroptera,10.122574,53.66251,gbif,6/2/19,2251789426,6/2/19,June
Ephemeroptera,7.197912,51.262947,gbif,6/5/19,2251790239,6/5/19,June
Ephemeroptera,12.542138,48.281532,gbif,6/1/19,2251790209,6/1/19,June
Ephemeroptera,14.459925,50.907322,gbif,6/19/19,2269308222,6/19/19,June
Ephemeroptera,8.629838,51.987293,gbif,6/1/19,2251789412,6/1/19,June
Ephemeroptera,8.596811,51.667465,gbif,6/10/19,2268232492,6/10/19,June
Ephemeroptera,16.076426,48.163179,gbif,6/14/19,2269300807,6/14/19,June
Ephemeroptera,8.247155,50.094685,gbif,6/2/19,2251790305,6/2/19,June
Ephemeroptera,12.330155,51.330635,gbif,6/9/19,2268232611,6/9/19,June
Ephemeroptera,8.598824,53.611397,gbif,6/9/19,2268232667,6/9/19,June
Ephemeroptera,13.007737,50.579914,gbif,6/5/19,2251790546,6/5/19,June
Ephemeroptera,11.279612,47.383705,gbif,6/3/19,2251789366,6/3/19,June
Ephemeroptera,10.207865,53.491066,gbif,6/2/19,2251789603,6/2/19,June
Ephemeroptera,14.789179,51.397926,gbif,6/3/19,2251789745,6/3/19,June
Ephemeroptera,7.859739,51.320862,gbif,6/6/19,2251777234,6/6/19,June
Ephemeroptera,-76.758202,42.443508,gbif,6/16/19,2269289854,6/16/19,June
Ephemeroptera,6.951812,51.108383,gbif,6/4/19,2251790156,6/4/19,June
Ephemeroptera,7.844687,50.527924,gbif,6/5/19,2251789345,6/5/19,June
Ephemeroptera,-74.853061,44.161578,gbif,6/17/19,2269287236,6/17/19,June
Ephemeroptera,-2.49228,54.1124,gbif,1/20/18,1946380248,1/20/18,Jan
Ephemeroptera,152.9,-27.4,gbif,1/20/18,1806610015,1/20/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/2/18,1968140957,1/2/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968108338,1/6/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968094541,1/6/18,Jan
Ephemeroptera,5.294512,61.16939,gbif,1/10/18,2027959243,1/10/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968095621,1/6/18,Jan
Ephemeroptera,-82.193054,8.793612,gbif,1/24/18,2028520998,1/24/18,Jan
Ephemeroptera,0.17177,51.01093,gbif,1/10/18,1946381312,1/10/18,Jan
Ephemeroptera,4.35,52.15,gbif,1/13/18,1968009318,1/13/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968080667,1/6/18,Jan
Ephemeroptera,151.406311,-33.049869,gbif,1/8/18,1805892221,1/8/18,Jan
Ephemeroptera,4.35,52.15,gbif,1/13/18,1968008977,1/13/18,Jan
Ephemeroptera,5.7,52.3,gbif,1/20/18,1967946146,1/20/18,Jan
Ephemeroptera,144.4,-37.6,gbif,1/1/18,1805711209,1/1/18,Jan
Ephemeroptera,5.294512,61.16939,gbif,1/10/18,2027961652,1/10/18,Jan
Ephemeroptera,4.35,52.15,gbif,1/13/18,1968018077,1/13/18,Jan
Ephemeroptera,-82.33389,8.594444,gbif,1/21/18,2028520994,1/21/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968067735,1/6/18,Jan
Ephemeroptera,4.35,52.15,gbif,1/13/18,1968018092,1/13/18,Jan
Ephemeroptera,0.2816,50.95398,gbif,1/22/18,1946379610,1/22/18,Jan
Ephemeroptera,0.2816,50.95398,gbif,1/22/18,1946380495,1/22/18,Jan
Ephemeroptera,4.4,52.2,gbif,1/14/18,1968002431,1/14/18,Jan
Ephemeroptera,4.7,52.9,gbif,1/27/18,1967910898,1/27/18,Jan
Ephemeroptera,-75.015202,5.170953,gbif,1/27/18,2235379533,1/27/18,Jan
Ephemeroptera,4.4,52.2,gbif,1/14/18,1968002250,1/14/18,Jan
Ephemeroptera,147.4,-42.8,gbif,1/27/18,1835233113,1/27/18,Jan
Ephemeroptera,5.7,52.3,gbif,1/20/18,1967887893,1/20/18,Jan
Ephemeroptera,4.82454,51.18968,gbif,1/22/18,2234701359,1/22/18,Jan
Ephemeroptera,0.17177,51.01093,gbif,1/10/18,1946380522,1/10/18,Jan
Ephemeroptera,151,-34.1,gbif,1/11/18,1806608645,1/11/18,Jan
Ephemeroptera,0.17177,51.01093,gbif,1/10/18,1946380187,1/10/18,Jan
Ephemeroptera,-82.32333,8.578611,gbif,1/19/18,2012767228,1/19/18,Jan
Ephemeroptera,0.17177,51.01093,gbif,1/10/18,1946379508,1/10/18,Jan
Ephemeroptera,5.7,52.3,gbif,1/20/18,1967974429,1/20/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/6/18,1968067391,1/6/18,Jan
Ephemeroptera,4.3,52.1,gbif,1/2/18,1968138928,1/2/18,Jan
Ephemeroptera,0.17177,51.01093,gbif,1/10/18,1946381057,1/10/18,Jan
Ephemeroptera,151.406311,-33.049869,gbif,1/8/18,1805892540,1/8/18,Jan
Ephemeroptera,0.2924,50.97085,gbif,2/6/18,1946380186,2/6/18,Feb
Ephemeroptera,0.31246,50.97316,gbif,2/12/18,1946380826,2/12/18,Feb
Ephemeroptera,-74.488258,5.010226,gbif,2/11/18,2235379408,2/11/18,Feb
Ephemeroptera,0.2924,50.97085,gbif,2/6/18,1946379033,2/6/18,Feb
Ephemeroptera,0.17448,50.82471,gbif,2/23/18,1946379667,2/23/18,Feb
Ephemeroptera,-76.15532,5.33783,gbif,2/19/18,1891017407,2/19/18,Feb
Ephemeroptera,0.28373,50.96833,gbif,2/14/18,1946380982,2/14/18,Feb
Ephemeroptera,-0.03317,51.08651,gbif,2/21/18,1946379618,2/21/18,Feb
Ephemeroptera,0.44657,50.96768,gbif,2/25/18,1946380824,2/25/18,Feb
Ephemeroptera,0.18233,50.84076,gbif,2/19/18,1946380134,2/19/18,Feb
Ephemeroptera,0.2924,50.97085,gbif,2/6/18,1946380338,2/6/18,Feb
Ephemeroptera,0.17448,50.82471,gbif,2/23/18,1946380190,2/23/18,Feb
Ephemeroptera,0.18233,50.84076,gbif,2/19/18,1946379589,2/19/18,Feb
Ephemeroptera,0.44612,50.96863,gbif,2/18/18,1946379198,2/18/18,Feb
Ephemeroptera,172.74585,-43.717333,gbif,2/27/18,1990435638,2/27/18,Feb
Ephemeroptera,0.31246,50.97316,gbif,2/12/18,1946381334,2/12/18,Feb
Ephemeroptera,0.2816,50.95398,gbif,2/1/18,1946380362,2/1/18,Feb
Ephemeroptera,0.18233,50.84076,gbif,2/19/18,1946380013,2/19/18,Feb
Ephemeroptera,-0.04338,51.08129,gbif,2/21/18,1946379003,2/21/18,Feb
Ephemeroptera,0.2924,50.97085,gbif,2/6/18,1946379977,2/6/18,Feb
Ephemeroptera,-0.03317,51.08651,gbif,2/21/18,1946381490,2/21/18,Feb
Ephemeroptera,0.44612,50.96863,gbif,2/18/18,1946379243,2/18/18,Feb
Ephemeroptera,0.31246,50.97316,gbif,2/12/18,1946380966,2/12/18,Feb
Ephemeroptera,0.31246,50.97316,gbif,2/12/18,1946381290,2/12/18,Feb
Ephemeroptera,0.27823,50.94325,gbif,3/24/18,1946380456,3/24/18,March
Ephemeroptera,0.46652,50.9772,gbif,3/13/18,1946381297,3/13/18,March
Ephemeroptera,0.41174,50.96485,gbif,3/10/18,1946381432,3/10/18,March
Ephemeroptera,11.134198,59.277904,gbif,3/14/18,2027836843,3/14/18,March
Ephemeroptera,33.20166,0.40491,gbif,3/28/18,2236301238,3/28/18,March
Ephemeroptera,4.40223,51.42032,gbif,3/24/18,2234701689,3/24/18,March
Ephemeroptera,-3.29868,55.62262,gbif,3/9/18,1946380621,3/9/18,March
Ephemeroptera,4.3,52.15,gbif,3/24/18,1966732459,3/24/18,March
Ephemeroptera,33.20317,0.40371,gbif,3/28/18,2236301079,3/28/18,March
Ephemeroptera,0.42005,50.96018,gbif,3/7/18,1946379450,3/7/18,March
Ephemeroptera,0.27823,50.94325,gbif,3/24/18,1946380539,3/24/18,March
Ephemeroptera,11.01456,59.24908,gbif,3/14/18,2028017298,3/14/18,March
Ephemeroptera,0.41412,50.95581,gbif,3/13/18,1946380847,3/13/18,March
Ephemeroptera,0.40522,50.9488,gbif,3/13/18,1946381268,3/13/18,March
Ephemeroptera,148.6,-21.1,gbif,3/31/18,1844508862,3/31/18,March
Ephemeroptera,4.3,51.8,gbif,3/17/18,1967478947,3/17/18,March
Ephemeroptera,0.40522,50.9488,gbif,3/13/18,1946380169,3/13/18,March
Ephemeroptera,11.0593,59.2661,gbif,3/14/18,2028017776,3/14/18,March
Ephemeroptera,33.20166,0.40491,gbif,3/28/18,2236301097,3/28/18,March
Ephemeroptera,4.3,52.15,gbif,3/24/18,1967402507,3/24/18,March
Ephemeroptera,0.28234,50.91079,gbif,3/24/18,1946380305,3/24/18,March
Ephemeroptera,-0.0383,51.01407,gbif,3/25/18,1946380796,3/25/18,March
Ephemeroptera,143.9,-37.5,gbif,3/30/18,1844511139,3/30/18,March
Ephemeroptera,0.17177,51.01093,gbif,3/25/18,1946379484,3/25/18,March
Ephemeroptera,0.27974,50.94502,gbif,3/24/18,1946381064,3/24/18,March
Ephemeroptera,-0.0383,51.01407,gbif,3/25/18,1946379416,3/25/18,March
Ephemeroptera,-1.181,52.38041,gbif,3/23/18,1946379386,3/23/18,March
Ephemeroptera,4.35,52.15,gbif,3/25/18,1967401830,3/25/18,March
Ephemeroptera,33.2057,0.40269,gbif,3/28/18,2236301073,3/28/18,March
Ephemeroptera,33.20317,0.40371,gbif,3/28/18,2236301327,3/28/18,March
Ephemeroptera,-1.18529,52.37864,gbif,3/23/18,1946379523,3/23/18,March
Ephemeroptera,0.27974,50.94502,gbif,3/24/18,1946379657,3/24/18,March
Ephemeroptera,0.28234,50.91079,gbif,3/24/18,1946379970,3/24/18,March
Ephemeroptera,-75.678447,5.037322,gbif,3/25/18,2235379014,3/25/18,March
Ephemeroptera,149.8,-30.3,gbif,3/2/18,1844504614,3/2/18,March
Ephemeroptera,0.41174,50.96485,gbif,3/10/18,1946379199,3/10/18,March
Ephemeroptera,-1.1813,52.38023,gbif,3/23/18,1946381402,3/23/18,March
Ephemeroptera,33.20861,0.40382,gbif,3/28/18,2236301140,3/28/18,March
Ephemeroptera,33.20317,0.40371,gbif,3/28/18,2236300889,3/28/18,March
Ephemeroptera,0.27974,50.94502,gbif,3/24/18,1946379775,3/24/18,March
Ephemeroptera,4.39404,51.15064,gbif,3/23/18,2234700647,3/23/18,March
Ephemeroptera,0.17177,51.01093,gbif,3/25/18,1946380156,3/25/18,March
Ephemeroptera,0.28234,50.91079,gbif,3/29/18,1946380501,3/29/18,March
Ephemeroptera,-1.18086,52.38005,gbif,3/22/18,1946380175,3/22/18,March
Ephemeroptera,0.28234,50.91079,gbif,3/24/18,1946380177,3/24/18,March
Ephemeroptera,-75.283175,40.068124,gbif,3/15/18,1836644124,3/15/18,March
Ephemeroptera,0.42436,50.96099,gbif,3/7/18,1946379505,3/7/18,March
Ephemeroptera,-2.00372,53.43693,gbif,3/29/18,1946381538,3/29/18,March
Ephemeroptera,4.3,52.15,gbif,3/24/18,1966732946,3/24/18,March
Ephemeroptera,33.20317,0.40371,gbif,3/28/18,2236300945,3/28/18,March
Ephemeroptera,0.17177,51.01093,gbif,3/25/18,1946380073,3/25/18,March
Ephemeroptera,-0.0383,51.01407,gbif,3/25/18,1946380342,3/25/18,March
Ephemeroptera,-0.0383,51.01407,gbif,3/25/18,1946379730,3/25/18,March
Ephemeroptera,-2.20637,54.29352,gbif,3/20/18,1946380008,3/20/18,March
Ephemeroptera,6.05,52.5,gbif,3/24/18,1967403358,3/24/18,March
Ephemeroptera,0.41174,50.96485,gbif,3/10/18,1946379543,3/10/18,March
Ephemeroptera,0.40522,50.9488,gbif,3/13/18,1946380742,3/13/18,March
Ephemeroptera,0.03928,50.91529,gbif,3/22/18,1946380770,3/22/18,March
Ephemeroptera,0.28234,50.91079,gbif,3/24/18,1946381478,3/24/18,March
Ephemeroptera,11.10132,59.26703,gbif,3/13/18,2027838276,3/13/18,March
Ephemeroptera,-6.36026,57.58614,gbif,3/28/18,1946379571,3/28/18,March
Ephemeroptera,-0.0383,51.01407,gbif,3/25/18,1946379614,3/25/18,March
Ephemeroptera,0.27974,50.94502,gbif,3/24/18,1946381488,3/24/18,March
